PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33423693","Theories of change for e-health interventions targeting HIV/STIs and sexual risk, substance use and mental ill health amongst men who have sex with men: systematic review and synthesis","Meiksin R, Melendez-Torres GJ, Falconer J, Witzel TC, Weatherburn P, Bonell C.","Syst Rev. 2021 Jan 11;10(1):21. doi: 10.1186/s13643-020-01523-2.","Meiksin R","Syst Rev","2021","2021/01/11","PMC7798186","","10.1186/s13643-020-01523-2"
"36350703","Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study","Gómez-Restrepo C, Sarmiento-Suárez MJ, Alba-Saavedra M, Bird VJ, Priebe S, van Loggerenberg F.","JMIR Res Protoc. 2022 Nov 9;11(11):e40286. doi: 10.2196/40286.","Gómez-Restrepo C","JMIR Res Protoc","2022","2022/11/09","PMC9685502","","10.2196/40286"
"30348142","Effectiveness of diabetes self-management education via a smartphone application in insulin treated type 2 diabetes patients - design of a randomised controlled trial ('TRIGGER study')","Boels AM, Rutten G, Zuithoff N, de Wit A, Vos R.","BMC Endocr Disord. 2018 Oct 22;18(1):74. doi: 10.1186/s12902-018-0304-9.","Boels AM","BMC Endocr Disord","2018","2018/10/24","PMC6196442","","10.1186/s12902-018-0304-9"
"35623017","Evaluating the effects of gratitude interventions on college student well-being","Tolcher K, Cauble M, Downs A.","J Am Coll Health. 2022 May 27:1-5. doi: 10.1080/07448481.2022.2076096. Online ahead of print.","Tolcher K","J Am Coll Health","2022","2022/05/27","","","10.1080/07448481.2022.2076096"
"36897632","Text Messages Exchanged Between Individuals With Opioid Use Disorder and Their mHealth e-Coaches: Content Analysis Study","Ranjit YS, Davis WM, Fentem A, Riordan R, Roscoe R, Cavazos-Rehg P.","JMIR Hum Factors. 2023 Mar 10;10:e37351. doi: 10.2196/37351.","Ranjit YS","JMIR Hum Factors","2023","2023/03/10","PMC10039403","","10.2196/37351"
"34061678","The Role of Telemedicine in Rural Mental Health Care Around the Globe","Hand LJ.","Telemed J E Health. 2022 Mar;28(3):285-294. doi: 10.1089/tmj.2020.0536. Epub 2021 May 31.","Hand LJ","Telemed J E Health","2022","2021/06/01","","","10.1089/tmj.2020.0536"
"38358794","Mobile App-Based Lifestyle Coaching Intervention for Patients With Nonalcoholic Fatty Liver Disease: Randomized Controlled Trial","Kwon OY, Lee MK, Lee HW, Kim H, Lee JS, Jang Y.","J Med Internet Res. 2024 Feb 15;26:e49839. doi: 10.2196/49839.","Kwon OY","J Med Internet Res","2024","2024/02/15","PMC10905353","","10.2196/49839"
"35105536","Efficacy of a Web-Based Intervention for Depressive Disorders: Three-Arm Randomized Controlled Trial Comparing Guided and Unguided Self-Help With Waitlist Control","Krämer R, Köhne-Volland L, Schumacher A, Köhler S.","JMIR Form Res. 2022 Apr 4;6(4):e34330. doi: 10.2196/34330.","Krämer R","JMIR Form Res","2022","2022/02/02","PMC9016501","","10.2196/34330"
"35137022","Feasibility and preliminary efficacy of perioperative interventions in patients undergoing coronary artery bypass grafting: the randomized controlled I-COPE trial","Sadlonova M, Nagel J, Becker S, Neumann S, Staab J, Meyer T, Celano CM, Amonoo HL, Fangauf SV, Herrmann-Lingen C, Kutschka I, Friedrich M.","Eur J Cardiothorac Surg. 2022 Jun 15;62(1):ezac041. doi: 10.1093/ejcts/ezac041.","Sadlonova M","Eur J Cardiothorac Surg","2022","2022/02/09","","","10.1093/ejcts/ezac041"
"35486428","Social Networking Service, Patient-Generated Health Data, and Population Health Informatics: National Cross-sectional Study of Patterns and Implications of Leveraging Digital Technologies to Support Mental Health and Well-being","Ye J, Wang Z, Hai J.","J Med Internet Res. 2022 Apr 29;24(4):e30898. doi: 10.2196/30898.","Ye J","J Med Internet Res","2022","2022/04/29","PMC9107051","","10.2196/30898"
"31821151","Effectiveness and Cost-Effectiveness of a Self-Guided Internet Intervention for Social Anxiety Symptoms in a General Population Sample: Randomized Controlled Trial","Powell J, Williams V, Atherton H, Bennett K, Yang Y, Davoudianfar M, Hellsing A, Martin A, Mollison J, Shanyinde M, Yu LM, Griffiths KM.","J Med Internet Res. 2020 Jan 10;22(1):e16804. doi: 10.2196/16804.","Powell J","J Med Internet Res","2020","2019/12/11","PMC6996778","","10.2196/16804"
"25940965","A neurofeedback-based intervention to reduce post-operative pain in lung cancer patients: study protocol for a randomized controlled trial","Gorini A, Marzorati C, Casiraghi M, Spaggiari L, Pravettoni G.","JMIR Res Protoc. 2015 May 4;4(2):e52. doi: 10.2196/resprot.4251.","Gorini A","JMIR Res Protoc","2015","2015/05/06","PMC4436521","","10.2196/resprot.4251"
"30231056","Is India ready for mental health apps (MHApps)? A quantitative-qualitative exploration of caregivers' perspective on smartphone-based solutions for managing severe mental illnesses in low resource settings","Sinha Deb K, Tuli A, Sood M, Chadda R, Verma R, Kumar S, Ganesh R, Singh P.","PLoS One. 2018 Sep 19;13(9):e0203353. doi: 10.1371/journal.pone.0203353. eCollection 2018.","Sinha Deb K","PLoS One","2018","2018/09/20","PMC6145572","","10.1371/journal.pone.0203353"
"34524103","A Cyberbullying Media-Based Prevention Intervention for Adolescents on Instagram: Pilot Randomized Controlled Trial","Kutok ER, Dunsiger S, Patena JV, Nugent NR, Riese A, Rosen RK, Ranney ML.","JMIR Ment Health. 2021 Sep 15;8(9):e26029. doi: 10.2196/26029.","Kutok ER","JMIR Ment Health","2021","2021/09/15","PMC8482167","","10.2196/26029"
"37844539","Motivating older adults through immersive virtual exercise (MOTIVE): A randomized pilot study","Drazich BF, Anokye D, Zhu S, Teleb J, Galik E, Colloca L, Resnick B.","Geriatr Nurs. 2023 Nov-Dec;54:229-236. doi: 10.1016/j.gerinurse.2023.09.019. Epub 2023 Oct 14.","Drazich BF","Geriatr Nurs","2023","2023/10/16","","","10.1016/j.gerinurse.2023.09.019"
"34713126","Analysis of Online Peripartum Depression Communities: Application of Multilabel Text Classification Techniques to Inform Digitally-Mediated Prevention and Management","Zingg A, Singh T, Myneni S.","Front Digit Health. 2021 May 21;3:653769. doi: 10.3389/fdgth.2021.653769. eCollection 2021.","Zingg A","Front Digit Health","2021","2021/10/29","PMC8521806","","10.3389/fdgth.2021.653769"
"38374979","Diagnosing and tracking depression based on eye movement in response to virtual reality","Zheng Z, Liang L, Luo X, Chen J, Lin M, Wang G, Xue C.","Front Psychiatry. 2024 Feb 5;15:1280935. doi: 10.3389/fpsyt.2024.1280935. eCollection 2024.","Zheng Z","Front Psychiatry","2024","2024/02/20","PMC10875075","","10.3389/fpsyt.2024.1280935"
"23234491","Efficacy of a children's procedural preparation and distraction device on healing in acute burn wound care procedures: study protocol for a randomized controlled trial","Brown NJ, Rodger S, Ware RS, Kimble RM, Cuttle L.","Trials. 2012 Dec 12;13:238. doi: 10.1186/1745-6215-13-238.","Brown NJ","Trials","2012","2012/12/14","PMC3543349","","10.1186/1745-6215-13-238"
"36330583","Effectiveness of virtual reality intervention on reducing the pain, anxiety and fear of needle-related procedures in paediatric patients: A systematic review and meta-analysis","Gao Y, Xu Y, Liu N, Fan L.","J Adv Nurs. 2023 Jan;79(1):15-30. doi: 10.1111/jan.15473. Epub 2022 Nov 3.","Gao Y","J Adv Nurs","2023","2022/11/04","","","10.1111/jan.15473"
"27965858","Development and feasibility of a Swallowing intervention Package (SiP) for patients receiving radiotherapy treatment for head and neck cancer-the SiP study protocol","Wells M, King E, Toft K, MacAulay F, Patterson J, Dougall N, Hulbert-Williams N, Boa S, Slaven E, Cowie J, McGarva J, Niblock PG, Philp J, Roe J.","Pilot Feasibility Stud. 2016 Aug 4;2:40. doi: 10.1186/s40814-016-0079-6. eCollection 2016.","Wells M","Pilot Feasibility Stud","2016","2016/12/15","PMC5153906","","10.1186/s40814-016-0079-6"
"37345621","Continuous glucose monitoring with data sharing in older adults: A qualitative study","Allen NA, Grigorian EG, Mansfield K, Berg CA, Litchman ML.","J Clin Nurs. 2023 Oct;32(19-20):7483-7494. doi: 10.1111/jocn.16808. Epub 2023 Jun 22.","Allen NA","J Clin Nurs","2023","2023/06/22","","","10.1111/jocn.16808"
"29988491","Users' Opinion About a Virtual Reality System as an Adjunct to Psychological Treatment for Stress-Related Disorders: A Quantitative and Qualitative Mixed-Methods Study","Guillén V, Baños RM, Botella C.","Front Psychol. 2018 Jun 22;9:1038. doi: 10.3389/fpsyg.2018.01038. eCollection 2018.","Guillén V","Front Psychol","2018","2018/07/11","PMC6024567","","10.3389/fpsyg.2018.01038"
"36304024","Khuluma: Using Participatory, Peer-Led and Digital Methods to Deliver Psychosocial Support to Young People Living With HIV in South Africa","Atujuna M, Simpson N, Ngobeni M, Monese T, Giovenco D, Pike C, Figerova Z, Visser M, Biriotti M, Kydd A, Bekker LG.","Front Reprod Health. 2021 Jul 15;3:687677. doi: 10.3389/frph.2021.687677. eCollection 2021.","Atujuna M","Front Reprod Health","2021","2022/10/28","PMC9580650","","10.3389/frph.2021.687677"
"29087863","Using a Mobile Application in the Treatment of Dysregulated Anger Among Veterans","Mackintosh MA, Niehaus J, Taft CT, Marx BP, Grubbs K, Morland LA.","Mil Med. 2017 Nov;182(11):e1941-e1949. doi: 10.7205/MILMED-D-17-00063.","Mackintosh MA","Mil Med","2017","2017/11/01","","","10.7205/MILMED-D-17-00063"
"32559669","A novel digital health intervention to improve patient engagement to stimulants in adult ADHD in the primary care setting: Preliminary findings from an open label study","Biederman J, Fried R, DiSalvo M, Driscoll H, Green A, Biederman I, Woodworth KY, Faraone SV.","Psychiatry Res. 2020 Sep;291:113158. doi: 10.1016/j.psychres.2020.113158. Epub 2020 Jun 7.","Biederman J","Psychiatry Res","2020","2020/06/20","","","10.1016/j.psychres.2020.113158"
"35503653","Delivering Mindfulness-Based Interventions for Insomnia, Pain, and Dysfunctional Eating Through a Text Messaging App: Three Randomized Controlled Trials Investigating the Effectiveness and Mediating Mechanisms","Li AC, Wong KK, Chio FH, Mak WW, Poon LW.","J Med Internet Res. 2022 May 3;24(5):e30073. doi: 10.2196/30073.","Li AC","J Med Internet Res","2022","2022/05/03","PMC9115660","","10.2196/30073"
"33098330","Immersive virtual reality vs. non-immersive distraction for pain management of children during bone pins and sutures removal: A randomized clinical trial protocol","Le May S, Tsimicalis A, Noel M, Rainville P, Khadra C, Ballard A, Guingo E, Cotes-Turpin C, Addab S, Chougui K, Francoeur M, Hung N, Bernstein M, Bouchard S, Parent S, Hupin Debeurme M.","J Adv Nurs. 2021 Jan;77(1):439-447. doi: 10.1111/jan.14607. Epub 2020 Oct 24.","Le May S","J Adv Nurs","2021","2020/10/24","","","10.1111/jan.14607"
"29965823","Psychotherapeutic Treatments for Depression During Pregnancy","Genovez M, Vanderkruik R, Lemon E, Dimidjian S.","Clin Obstet Gynecol. 2018 Sep;61(3):562-572. doi: 10.1097/GRF.0000000000000388.","Genovez M","Clin Obstet Gynecol","2018","2018/07/03","","","10.1097/GRF.0000000000000388"
"30631337","Can the Mixed Virtual Reality Simulator Into D'mentia Enhance Empathy and Understanding and Decrease Burden in Informal Dementia Caregivers?","Jütten LH, Mark RE, Sitskoorn MM.","Dement Geriatr Cogn Dis Extra. 2018 Dec 6;8(3):453-466. doi: 10.1159/000494660. eCollection 2018 Sep-Dec.","Jütten LH","Dement Geriatr Cogn Dis Extra","2018","2019/01/12","PMC6323393","","10.1159/000494660"
"34542418","The Effect of Reminiscence Therapy Using Virtual Reality on Apathy in Residential Aged Care: Multisite Nonrandomized Controlled Trial","Saredakis D, Keage HA, Corlis M, Ghezzi ES, Loffler H, Loetscher T.","J Med Internet Res. 2021 Sep 20;23(9):e29210. doi: 10.2196/29210.","Saredakis D","J Med Internet Res","2021","2021/09/20","PMC8491119","","10.2196/29210"
"37817929","The Use of Digital Telehealth for the Self-Management of Type 2 Diabetes Patients in Hinds County, Mississippi: A Pilot Study","Onyia AU, Berhie G, Cecchetti A, Hines A.","J Patient Exp. 2023 Oct 3;10:23743735231188835. doi: 10.1177/23743735231188835. eCollection 2023.","Onyia AU","J Patient Exp","2023","2023/10/11","PMC10561552","","10.1177/23743735231188835"
"37937112","Burnout in healthcare - the Emperor's New Clothes","Marlicz W, Koulaouzidis A, Charisopoulou D, Jankowski J, Marlicz M, Skonieczna-Zydecka K, Krynicka P, Loniewski I, Samochowiec J, Rydzewska G, Koulaouzidis G.","Prz Gastroenterol. 2023;18(3):274-280. doi: 10.5114/pg.2023.131595. Epub 2023 Sep 29.","Marlicz W","Prz Gastroenterol","2023","2023/11/08","PMC10626384","","10.5114/pg.2023.131595"
"35381438","The impact of virtual reality on pain management during normal labor: A systematic review and meta-analysis of randomized controlled trials","Baradwan S, Khadawardi K, Badghish E, Alkhamis WH, Dahi AA, Abdallah KM, Kamel M, Sayd ZS, Mohamed MA, Ali HM, Elhalim AEMA, Mahmoud M, Mohamed AA, Mohamed DF, Shama AAA, Hagras AM, Ali HAA, Abdelhakim AM, Saleh M, Badawy MA, Bakry MS.","Sex Reprod Healthc. 2022 Jun;32:100720. doi: 10.1016/j.srhc.2022.100720. Epub 2022 Mar 24.","Baradwan S","Sex Reprod Healthc","2022","2022/04/05","","","10.1016/j.srhc.2022.100720"
"28801302","Improving Patient-Centered Care for Young People in General Practice With a Codesigned Screening App: Mixed Methods Study","Webb MJ, Wadley G, Sanci LA.","JMIR Mhealth Uhealth. 2017 Aug 11;5(8):e118. doi: 10.2196/mhealth.7816.","Webb MJ","JMIR Mhealth Uhealth","2017","2017/08/13","PMC5573432","","10.2196/mhealth.7816"
"37998069","(No) Effects of a Self-Kindness Intervention on Self-Esteem and Visual Self-Perception: An Eye-Tracking Investigation on the Time-Course of Self-Face Viewing","Potthoff J, Schienle A.","Eur J Investig Health Psychol Educ. 2023 Nov 8;13(11):2574-2582. doi: 10.3390/ejihpe13110179.","Potthoff J","Eur J Investig Health Psychol Educ","2023","2023/11/24","PMC10670181","","10.3390/ejihpe13110179"
"37479513","Effects of virtual reality for psychological health of ICU patients: a study protocol for systematic review and meta-analysis","Zou J, Chen Q, Wang J, Gu M, Jiang X, Mao M.","BMJ Open. 2023 Jul 21;13(7):e073660. doi: 10.1136/bmjopen-2023-073660.","Zou J","BMJ Open","2023","2023/07/21","PMC10364162","","10.1136/bmjopen-2023-073660"
"38233321","The effect of VR headsets used during burn dressing in children on satisfaction and anxiety level of their parents","Kilic U, Büyük Tural E, Oruc MA, Aydın Avci I.","J Pediatr Nurs. 2024 Mar-Apr;75:e152-e158. doi: 10.1016/j.pedn.2024.01.006. Epub 2024 Jan 16.","Kilic U","J Pediatr Nurs","2024","2024/01/17","","","10.1016/j.pedn.2024.01.006"
"36658058","Effects of Patient Education and Distraction Approaches Using Virtual Reality on Pre-operative Anxiety and Post-operative Pain in Patients Undergoing Laparoscopic Cholecystectomy","Abbasnia F, Aghebati N, Miri HH, Etezadpour M.","Pain Manag Nurs. 2023 Jun;24(3):280-288. doi: 10.1016/j.pmn.2022.12.006. Epub 2023 Jan 17.","Abbasnia F","Pain Manag Nurs","2023","2023/01/19","","","10.1016/j.pmn.2022.12.006"
"35907900","The feasibility of delivering the ADVANCE digital intervention to reduce intimate partner abuse by men receiving substance use treatment: protocol for a non-randomised multi-centre feasibility study and embedded process evaluation","Gilchrist G, Landau S, Dheensa S, Henderson J, Johnson A, Love B, Potts L, Radcliffe P, Zenasni Z, Parrott S, Li J, Thomson K, Dwyer GJ, Turner R, Halliwell G, Berbary C, Bergman C, Feder G, Easton C, Brooks CP, Gilchrist E.","Pilot Feasibility Stud. 2022 Jul 30;8(1):163. doi: 10.1186/s40814-022-01116-x.","Gilchrist G","Pilot Feasibility Stud","2022","2022/07/30","PMC9338654","","10.1186/s40814-022-01116-x"
"36141922","Study Protocol of an App-Based Prevention Program for Perinatal Depression","Tan X, He Y, Hua N, Wiley J, Sun M.","Int J Environ Res Public Health. 2022 Sep 15;19(18):11634. doi: 10.3390/ijerph191811634.","Tan X","Int J Environ Res Public Health","2022","2022/09/23","PMC9517436","","10.3390/ijerph191811634"
"25344620","A Virtual World Versus Face-to-Face Intervention Format to Promote Diabetes Self-Management Among African American Women: A Pilot Randomized Clinical Trial","Rosal MC, Heyden R, Mejilla R, Capelson R, Chalmers KA, Rizzo DePaoli M, Veerappa C, Wiecha JM.","JMIR Res Protoc. 2014 Oct 24;3(4):e54. doi: 10.2196/resprot.3412.","Rosal MC","JMIR Res Protoc","2014","2014/10/26","PMC4259910","","10.2196/resprot.3412"
"38587016","Investigating change in network structure of eating disorder symptoms after delivery of a smartphone app-based intervention","Linardon J, Greenwood CJ, Aarsman S, Fuller-Tyszkiewicz M.","Psychol Med. 2024 Apr 8:1-9. doi: 10.1017/S0033291724000813. Online ahead of print.","Linardon J","Psychol Med","2024","2024/04/08","","","10.1017/S0033291724000813"
"36189753","Digital Intervention and Peer-Support Group to Promote Mental Health of Children and Adolescents During COVID-19: Practical Guidelines From Indonesia","Tarnoto N, Nuryana Z.","Asia Pac J Public Health. 2022 Nov;34(8):883-884. doi: 10.1177/10105395221129104. Epub 2022 Oct 2.","Tarnoto N","Asia Pac J Public Health","2022","2022/10/03","PMC9527556","","10.1177/10105395221129104"
